paperID,topicID,topicName,paperTitle,relationship,similarity,sourceChildTopic
1,10023,9.3.3 STEM Education,The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.5072407614469859,877
1,10021,9.3 Engineering Education & Research,The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.5072407614469859,877
1,10017,9. INTERDISCIPLINARY & EMERGING FIELDS,The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.5072407614469859,877
1,10224,"An Orientations Approach To Public Deliberation,  Deliberative Cartographies Of Ai And Environmental Justice""",The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.5072407614469859,877
1,10107,5.4.1 Engineering Design,The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.485798770776437,482
1,10027,5.4 Design & Manufacturing,The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.485798770776437,482
1,10026,5. MECHANICAL & AEROSPACE ENGINEERING,The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.485798770776437,482
1,10278,"Multiphase Flow,  And Fluid-solid Interaction",The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.485798770776437,482
1,10108,6.3.4 Climate & Sustainability,The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.4822067141789458,182
1,10069,6.3 Water Resources & Environmental,The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.4822067141789458,182
1,10068,6. CIVIL & ENVIRONMENTAL ENGINEERING,The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.4822067141789458,182
1,10102,"Safety,  And Comfort (mobility)",The Sustainable Personality: Values and Behaviors in Individual Sustainability,ancestor,0.4822067141789458,182
1,877,Sustainability Education,The Sustainable Personality: Values and Behaviors in Individual Sustainability,direct,0.5072407614469859,877
1,482,Sustainable Design Values,The Sustainable Personality: Values and Behaviors in Individual Sustainability,direct,0.485798770776437,482
1,182,Sustainability,The Sustainable Personality: Values and Behaviors in Individual Sustainability,direct,0.4822067141789458,182
2,10108,6.3.4 Climate & Sustainability,Walking the walk: Conceptual foundations of the Sustainable Personality,ancestor,0.6003719271587142,182
2,10069,6.3 Water Resources & Environmental,Walking the walk: Conceptual foundations of the Sustainable Personality,ancestor,0.6003719271587142,182
2,10068,6. CIVIL & ENVIRONMENTAL ENGINEERING,Walking the walk: Conceptual foundations of the Sustainable Personality,ancestor,0.6003719271587142,182
2,10102,"Safety,  And Comfort (mobility)",Walking the walk: Conceptual foundations of the Sustainable Personality,ancestor,0.6003719271587142,182
2,10084,7.3 Energy & Sustainability,Walking the walk: Conceptual foundations of the Sustainable Personality,ancestor,0.5507415678463514,500
2,10030,7. CHEMICAL & NUCLEAR ENGINEERING,Walking the walk: Conceptual foundations of the Sustainable Personality,ancestor,0.5507415678463514,500
2,10244,"We Do Modeling Of Electron And Phonon Transport In Crystalline Solids And Investigate The Role Of Scattering Processes On The Response Functions.""",Walking the walk: Conceptual foundations of the Sustainable Personality,ancestor,0.5507415678463514,500
2,182,Sustainability,Walking the walk: Conceptual foundations of the Sustainable Personality,direct,0.6003719271587142,182
2,1022,Environmental Sustainability,Walking the walk: Conceptual foundations of the Sustainable Personality,direct,0.5767041786473476,1022
2,500,Sustainability Management,Walking the walk: Conceptual foundations of the Sustainable Personality,direct,0.5507415678463514,500
3,10012,8.4.1 Human Factors,The affective regulation of social interaction,ancestor,0.41567864821866557,181
3,10011,8.4 Human Factors & Ergonomics,The affective regulation of social interaction,ancestor,0.41567864821866557,181
3,10010,8. INDUSTRIAL & SYSTEMS ENGINEERING,The affective regulation of social interaction,ancestor,0.41567864821866557,181
3,10172,"Secure,  And Sustainable Socially Coupled Systems",The affective regulation of social interaction,ancestor,0.41567864821866557,181
3,10088,8.1.4 Decision Analysis,The affective regulation of social interaction,ancestor,0.40416979069038333,502
3,10087,8.1 Operations Research,The affective regulation of social interaction,ancestor,0.40416979069038333,502
3,181,Behavioral Science,The affective regulation of social interaction,direct,0.41567864821866557,181
3,751,Person-situation Dynamics,The affective regulation of social interaction,direct,0.4077708414687321,751
3,502,Behavioral Decision-making,The affective regulation of social interaction,direct,0.40416979069038333,502
4,10022,9.3.1 Engineering Education,"Creative thinking, creative problem solving, and inventive design in the engineering curriculum: A review",ancestor,0.6546585103080064,1309
4,10021,9.3 Engineering Education & Research,"Creative thinking, creative problem solving, and inventive design in the engineering curriculum: A review",ancestor,0.6546585103080064,1309
4,10017,9. INTERDISCIPLINARY & EMERGING FIELDS,"Creative thinking, creative problem solving, and inventive design in the engineering curriculum: A review",ancestor,0.6546585103080064,1309
4,10224,"An Orientations Approach To Public Deliberation,  Deliberative Cartographies Of Ai And Environmental Justice""","Creative thinking, creative problem solving, and inventive design in the engineering curriculum: A review",ancestor,0.6546585103080064,1309
4,10277,9.3.2 Educational Innovation,"Creative thinking, creative problem solving, and inventive design in the engineering curriculum: A review",ancestor,0.6307039934046814,645
4,1309,Engineering Education Research,"Creative thinking, creative problem solving, and inventive design in the engineering curriculum: A review",direct,0.6546585103080064,1309
4,19,Engineering Education,"Creative thinking, creative problem solving, and inventive design in the engineering curriculum: A review",direct,0.6385671256126956,19
4,645,Engineering Curriculum Design,"Creative thinking, creative problem solving, and inventive design in the engineering curriculum: A review",direct,0.6307039934046814,645
5,10022,9.3.1 Engineering Education,An evaluation of freshman engineering persistence using expectancy-value theory,ancestor,0.5805536419157946,487
5,10021,9.3 Engineering Education & Research,An evaluation of freshman engineering persistence using expectancy-value theory,ancestor,0.5805536419157946,487
5,10017,9. INTERDISCIPLINARY & EMERGING FIELDS,An evaluation of freshman engineering persistence using expectancy-value theory,ancestor,0.5805536419157946,487
5,10224,"An Orientations Approach To Public Deliberation,  Deliberative Cartographies Of Ai And Environmental Justice""",An evaluation of freshman engineering persistence using expectancy-value theory,ancestor,0.5805536419157946,487
5,487,Broadening Engagement In Engineering Education Building Self-efficacy For Success In Engineering Education,An evaluation of freshman engineering persistence using expectancy-value theory,direct,0.5805536419157946,487
5,1240,Engineering Pedagogy,An evaluation of freshman engineering persistence using expectancy-value theory,direct,0.5315016899900252,1240
5,1309,Engineering Education Research,An evaluation of freshman engineering persistence using expectancy-value theory,direct,0.5261928214868815,1309
6,10022,9.3.1 Engineering Education,"Educating the Whole Engineer at Wake Forest Engineering: Using Cognitive Apprenticeship as an Effective Pedagogical Approach to Cultivate Design Learning, Team Effectiveness …",ancestor,0.6782967816561812,1309
6,10021,9.3 Engineering Education & Research,"Educating the Whole Engineer at Wake Forest Engineering: Using Cognitive Apprenticeship as an Effective Pedagogical Approach to Cultivate Design Learning, Team Effectiveness …",ancestor,0.6782967816561812,1309
6,10017,9. INTERDISCIPLINARY & EMERGING FIELDS,"Educating the Whole Engineer at Wake Forest Engineering: Using Cognitive Apprenticeship as an Effective Pedagogical Approach to Cultivate Design Learning, Team Effectiveness …",ancestor,0.6782967816561812,1309
6,10224,"An Orientations Approach To Public Deliberation,  Deliberative Cartographies Of Ai And Environmental Justice""","Educating the Whole Engineer at Wake Forest Engineering: Using Cognitive Apprenticeship as an Effective Pedagogical Approach to Cultivate Design Learning, Team Effectiveness …",ancestor,0.6782967816561812,1309
6,1309,Engineering Education Research,"Educating the Whole Engineer at Wake Forest Engineering: Using Cognitive Apprenticeship as an Effective Pedagogical Approach to Cultivate Design Learning, Team Effectiveness …",direct,0.6782967816561812,1309
6,19,Engineering Education,"Educating the Whole Engineer at Wake Forest Engineering: Using Cognitive Apprenticeship as an Effective Pedagogical Approach to Cultivate Design Learning, Team Effectiveness …",direct,0.6618391933818385,19
6,504,Ai Integration In Engineering Education,"Educating the Whole Engineer at Wake Forest Engineering: Using Cognitive Apprenticeship as an Effective Pedagogical Approach to Cultivate Design Learning, Team Effectiveness …",direct,0.6316341354621516,504
7,10023,9.3.3 STEM Education,Social emotional learning in STEM higher education,ancestor,0.5866540610247812,972
7,10021,9.3 Engineering Education & Research,Social emotional learning in STEM higher education,ancestor,0.5866540610247812,972
7,10017,9. INTERDISCIPLINARY & EMERGING FIELDS,Social emotional learning in STEM higher education,ancestor,0.5866540610247812,972
7,10224,"An Orientations Approach To Public Deliberation,  Deliberative Cartographies Of Ai And Environmental Justice""",Social emotional learning in STEM higher education,ancestor,0.5866540610247812,972
7,972,Social Equity In Stem,Social emotional learning in STEM higher education,direct,0.5866540610247812,972
7,812,Stem Education,Social emotional learning in STEM higher education,direct,0.5611148756846676,812
7,381,Stem Pedagogy,Social emotional learning in STEM higher education,direct,0.5451349825170453,381
8,10046,"9.3.1 Engineering Education,",Scoping review of character development pedagogies in engineering education,ancestor,0.833891162655414,479
